patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
90bde900-1529-46f5-aad1-1fe87d1b695e,Xuân Mai,465133040467,1975,0786344285,user_231b3c00d4864f41af52e25aeaf3f3ee@anon.medviet.local,"9 Đặng Số
JohnXã, 867484",Khỏe mạnh,4.62,Trọng Trí Vũ,27/02/2026
7321a8b2-0840-405a-bfd2-f491dff389aa,Bà Lan Hoàng,287231487485,1995,0512440920,user_d4d265b0308d4dc499978d8220f2634d@anon.medviet.local,"539 John Khu
Thành phố JohnPhường, 720469",Khỏe mạnh,3.77,Kim Mai,02/02/2026
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,Bà An Mai,621183950200,2005,0535786166,user_14d283a4adfc44c2b9c675893692f67d@anon.medviet.local,"6 Bùi Số
JohnThị xã, 143024",Tiểu đường,11.82,Khoa Hữu Dương,20/03/2026
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Xuân Nguyễn,418427583913,1935,0903462370,user_56eabf03ec5040a9b2ee95dbcbf03cbf@anon.medviet.local,"373 Jane Dãy
Thành phố JohnPhường, 565696",Tiểu đường,7.29,Hà Bảo Mai,20/01/2026
75a72686-d632-4d31-88ac-ffcfa04d4d14,Chị Kim Vũ,454836667723,1995,0802651772,user_6ee35ea6595c4cc08678bd598b10a1d9@anon.medviet.local,"66 Jane Khu
JohnHuyện, 409850",Huyết áp cao,7.02,Quý cô Lâm Vũ,15/02/2026
b4258e19-1758-447e-a7cd-e1436de21429,Bà Lan Dương,466616387207,2000,0319603642,user_101b6b561d0f409897e94f7ed37b7eea@anon.medviet.local,"350 Jane Dãy
Huyện JohnThành phố, 596906",Huyết áp cao,10.72,Bà Nhật Phạm,13/03/2026
61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,Bác Nhiên Đặng,590857767482,1936,0302895477,user_1bc17ba55717422aa5ca51c848494855@anon.medviet.local,"JohnXã
767 Jane Đường, 974031",Tiểu đường,5.78,Cô Nhật Vũ,06/05/2026
99db1302-8dab-46d3-bf87-dfc2159152f2,Bà Hà Đặng,754110365509,1963,0739278781,user_c7f9456c0cc041e69ca5b79a1ac7277d@anon.medviet.local,"773 Jane Số
JohnPhường, 419808",Huyết áp cao,8.19,Mai Phạm,15/01/2026
0387f74d-1149-4096-965d-744f0445c1a8,Phúc Đức Trần,745035635941,1943,0327034793,user_3731d61c0fae41eeb33e1327ef033f57@anon.medviet.local,"26 Jane Tổ
Huyện JaneHuyện, 401017",Huyết áp cao,3.64,Quý ông Hưng Lê,04/05/2026
ae59aa52-a65b-422b-95a3-86d9c362a810,Ông Phúc Phạm,428384031919,1967,0982722837,user_de8437ad7b154b769659c602a31e5372@anon.medviet.local,"37 John Đường
JohnThị xã, 230080",Huyết áp cao,4.69,Quý cô Phương Dương,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,Bác Anh Hoàng,263367337139,1993,0763666037,user_0c4359cf6de94ac6aed4a4a681dac9ab@anon.medviet.local,"487 John Đường
Thị xã JohnThành phố, 336167",Khỏe mạnh,9.1,Nhật Mai,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,Quý ông Quang Trần,335437510310,1999,0820812526,user_bd381b5e207045be8eeaf419a2dc8026@anon.medviet.local,"698 Đặng Hẻm
Thành phố JaneHuyện, 764559",Tim mạch,10.43,Kim Tấn Mai,11/04/2026
66a302d6-f43e-4c48-8bc1-f9e5fb3df063,Quang Phú Nguyễn,424318783336,1977,0363253299,user_19f6f03165b540afb67f192470e9b686@anon.medviet.local,"0 Jane Ngõ
Huyện JohnHuyện, 400510",Tiểu đường,7.75,Nhật Quang Bùi,05/01/2026
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,Anh Dũng Trần,785855362251,1986,0879354180,user_bc0555180cc2426b81248281db098046@anon.medviet.local,"781 Jane Khu
JaneThành phố, 254974",Huyết áp cao,9.89,Ánh Đặng,21/04/2026
f6d70248-a995-4cc3-af5b-09a60ff1c51f,Nhật Hữu Hoàng,181832989337,1978,0590695689,user_b261e6ffd1d845119095af7e22d86b4d@anon.medviet.local,"82 Dương Làng
JaneHuyện, 537303",Khỏe mạnh,11.74,Quý ông Vũ Dương,10/02/2026
43d78f2b-769d-41e3-8eed-412473b0d676,Bà Lan Bùi,154923168629,1976,0901096515,user_c0cb7f0e3cbd4ceb988eee5a6f0c2daf@anon.medviet.local,"4 John Dãy
Thành phố JaneThị xã, 843632",Khỏe mạnh,9.55,An Văn Lê,28/01/2026
d49347fc-0fc9-4d2e-830f-9be91f178f93,Hạnh Lê,948897332264,1986,0960989731,user_0f4398f487c34989b3869e33d08be42a@anon.medviet.local,"38 Vũ Làng
JaneHuyện, 510238",Tiểu đường,3.72,Ngọc Lê,06/01/2026
2c3d17e2-6d39-4a75-aee7-0ab261fa8e7a,Bà Mai Dương,344332501047,1973,0838986923,user_3071a819670c42eb9ea26f7006439eda@anon.medviet.local,"2 Đặng Dãy
JaneXã, 505577",Tim mạch,5.78,Quý cô Kim Hoàng,04/01/2026
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Bác Minh Nguyễn,643864839091,2003,0517866188,user_db08479a83544c3ea674f0b31a97f932@anon.medviet.local,"50 Dương Tổ
JohnQuận, 892645",Khỏe mạnh,6.32,Nam Bảo Vũ,12/02/2026
cc21cbdb-fb8f-48c4-98b4-8ead93608edf,Ông Anh Đặng,322531772919,1967,0363681184,user_0e0f222c733941a0a4d9bc59d32ab423@anon.medviet.local,"89 Jane Ngõ
Thị xã JohnThành phố, 427078",Tim mạch,6.7,Bà Vân Mai,03/04/2026
9d37efb6-eafb-4e90-94ec-84ce002ccb25,Phúc Xuân Hoàng,899040650908,1979,0518212878,user_f42a750c7fbd49e3b2120357241d1413@anon.medviet.local,"3 Vũ Dãy
Huyện JaneThị xã, 381509",Huyết áp cao,9.58,Anh Hoàng,07/05/2026
f7ff88d4-b509-408a-ac98-8bca51397c06,Cô Hải Lê,971968586658,1977,0716773643,user_47a9d52d85cf480cacdc61bae59fa350@anon.medviet.local,"854 Vũ Đường
JohnHuyện, 401638",Tiểu đường,8.29,Quý cô Bảo Trần,04/03/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Cô Nhật Lê,809070574425,1996,0550776270,user_734379c95ad24ffc9986467346a8e344@anon.medviet.local,"4 Jane Dãy
JaneXã, 168327",Tim mạch,11.98,Cô Linh Nguyễn,04/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Khoa Đặng,722601242248,1939,0930125656,user_244116be3e4e41348b1fd7db75b63b2a@anon.medviet.local,"8 Jane Dãy
Thị xã JaneThành phố, 827064",Tim mạch,3.88,Bảo Thị Hoàng,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Quý cô An Mai,900400501126,1967,0354366674,user_04ff040b5f6a4ea8bef7fa4ac35af886@anon.medviet.local,"5 Lê Hẻm
JaneThị xã, 484764",Huyết áp cao,7.32,Khoa Mai Bảo Trần,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Chị Linh Nguyễn,402980444500,1947,0783256686,user_3194ec1380a24a0fbd7ed321391f4fed@anon.medviet.local,"733 Trần Khu
JaneXã, 136699",Khỏe mạnh,8.7,Châu Vũ,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Ánh Dương,119469563137,1967,0518847087,user_31b05fe560304b96af5de3641b021bb5@anon.medviet.local,"981 John Tổ
Thị xã JohnThành phố, 158200",Khỏe mạnh,7.06,Nhật Đặng,26/03/2026
a091e5b4-d293-4e6e-bf4d-093033b0fb53,Trọng Nguyễn,666044567179,1947,0989429182,user_049a06d24fef47d680fed54dfe7509f3@anon.medviet.local,"80 Đặng Hẻm
JohnQuận, 998256",Huyết áp cao,5.16,Anh Minh Trần,20/01/2026
891f4683-de12-4bf1-893d-6196c926a021,Quý ông Hoàng Hoàng,173238961138,2001,0545307891,user_27db93ccc82a403a908c83fa514a04ea@anon.medviet.local,"58 Vũ Dãy
JohnPhường, 997211",Khỏe mạnh,8.31,Ông Vũ Lê,06/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Bác Hưng Đặng,460207794010,1979,0332100654,user_a4848d59a40f4c8f8ed9a23e863e3f83@anon.medviet.local,"8 John Đường
JohnPhường, 197157",Tim mạch,10.83,Ông Tùng Dương,08/02/2026
08775804-3fde-4814-8ec0-ad4bd6441a9d,Nhật Đặng,104284390599,1972,0976713757,user_6bf89a2ad19240be96b4737597c122bb@anon.medviet.local,"01 Vũ Khu
Thành phố JaneXã, 425202",Huyết áp cao,6.25,Hoàng Phạm,06/01/2026
da9408c0-29b4-4cb1-8cb5-ee5c62f5f7c2,Bà Dương Dương,125905473375,1963,0382620668,user_b19908a4d4c849a79c5fbd4ede790ed3@anon.medviet.local,"72 Jane Số
JohnPhường, 310013",Khỏe mạnh,6.69,Ánh Phạm,01/04/2026
d30608be-8548-467b-ad5c-ba244d59616b,Ông Tùng Mai,434120364550,2004,0748958433,user_33c4a648c2384f29852aaf48a5fa01fa@anon.medviet.local,"7 Hoàng Đường
Huyện JaneXã, 139655",Tim mạch,6.24,Bảo Mai Dương,05/01/2026
4bacbedf-ff5a-429e-bf53-d344a7c854e4,Hoàng Hoàng,217903290962,1988,0560888629,user_a463b8b25e5c48c2b9c755ab9773ee9e@anon.medviet.local,"828 Jane Ngõ
Thị xã JohnHuyện, 882324",Tim mạch,4.85,Quý cô Lan Đặng,05/02/2026
55ec024a-e64b-4b37-ae01-a122f269921c,Quý cô Bảo Đặng,564524185357,1965,0862589640,user_5a38eaaf133847529cad0a42b142a437@anon.medviet.local,"59 John Làng
Huyện JohnQuận, 768581",Khỏe mạnh,3.58,Chị Nhật Đặng,21/03/2026
e8184f34-e491-4f7d-91c4-6efcfcb896bb,Nhật Trần,634564778083,1946,0380904117,user_660c5810e13f4d8397469c7ce57639b3@anon.medviet.local,"06 John Khu
Thị xã JanePhường, 709248",Tiểu đường,8.69,Phương Nguyễn,01/01/2026
bb0c7919-330c-4ff5-88a5-fa0d09a85dc5,Phúc Mai Dương,195297763056,1961,0326062989,user_31df1475d6e84d159c37e126d4ad529d@anon.medviet.local,"2 Vũ Khu
Quận JaneXã, 126199",Tiểu đường,5.61,Anh Vũ Lê,08/03/2026
5bf7dda1-7d7c-49a5-a6c1-1650ff02f5b0,Hà Bảo Hoàng,274922919321,1937,0788812359,user_dce381fda8864442b5c28b8307116e35@anon.medviet.local,"4 Vũ Tổ
Huyện JanePhường, 203235",Tiểu đường,7.99,Chị An Nguyễn,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Lâm Đức Phạm,363859034125,1976,0871148584,user_347c933fea0742e9bfece4edabf1eb6b@anon.medviet.local,"7 John Ngõ
Thành phố JohnThị xã, 871405",Tim mạch,8.84,Bà Yến Trần,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Huy Lê,632910501366,1963,0953718327,user_d82dd97fb8854e6c9593757513769dc5@anon.medviet.local,"088 Jane Ngõ
Quận JohnThành phố, 638866",Tim mạch,9.44,Bà Nhật Dương,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Xuân Bùi,516032008628,1993,0821113285,user_9defa1de44d64a498dd6cb50899e30f5@anon.medviet.local,"731 Mai Số
JohnXã, 263238",Tim mạch,4.92,Bác Châu Trần,03/04/2026
e2d903c8-a61a-4d8e-abf7-240fccc62fed,Quý cô Hà Phạm,274312537596,1957,0595444703,user_56652ff378fe4aae8113afdb92140803@anon.medviet.local,"238 John Hẻm
JaneThị xã, 511130",Huyết áp cao,5.67,Ngọc Trần,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Bà An Lê,238542951388,1948,0715991862,user_5e30d7f87dfc4d6a915c59b51f1786c3@anon.medviet.local,"7 John Số
Huyện JohnHuyện, 861946",Khỏe mạnh,11.28,Cô Lan Hoàng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Nhật Dương,776463568558,1997,0714125666,user_ad4a368c4b1f4226a8edfe321ba27925@anon.medviet.local,"4 Vũ Ngõ
Quận JohnThị xã, 498060",Tiểu đường,6.64,Bác Khoa Mai,28/04/2026
4dfa21be-a335-42c8-9e7b-1e95f692641a,Quý cô Dương Vũ,358443181309,1942,0887283044,user_4e9d9c89bc2746a49ff6935a9be43715@anon.medviet.local,"9 John Hẻm
Quận JanePhường, 547844",Tiểu đường,9.95,Chị Hà Dương,14/03/2026
e599bd3c-0bb8-4d38-9b37-ef19b3bc912f,Ông Tú Dương,329603389175,1949,0975208794,user_d11088c16d1c44a68681e7ed4fa7a27a@anon.medviet.local,"5 Phạm Đường
Thành phố JohnHuyện, 715416",Huyết áp cao,8.92,Bà Kim Hoàng,10/01/2026
d6bca712-6ecc-4931-af70-5d018da03d88,Cô Yến Trần,601575381904,1952,0983929137,user_1a97c31bcc7048b7a0c205a26df5f9dd@anon.medviet.local,"55 Lê Số
JaneQuận, 690082",Tiểu đường,4.82,Huy Văn Dương,02/03/2026
8db78572-ef7d-4821-bca0-258eb63d65d5,Nhật Đức Nguyễn,275888478561,1974,0596294436,user_a02be79e531643e9a608763656af7bbe@anon.medviet.local,"45 John Làng
JohnQuận, 236098",Huyết áp cao,4.28,Dương Mai,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Hồng Hoàng,930173405238,1957,0396440584,user_68cb22219d624e9ca65a8dd6a65848fb@anon.medviet.local,"934 John Ngõ
JohnThành phố, 767126",Huyết áp cao,4.61,Anh Khoa Nguyễn,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Trung Mai Bảo Phạm,988184779056,1969,0753876799,user_98d72a729f524c19b5d74085cad8576b@anon.medviet.local,"57 Jane Hẻm
JohnPhường, 537674",Khỏe mạnh,7.72,Trung Vũ,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Chị Thành Vũ,573921474113,1970,0776116955,user_eea4aaf0208d412197e666c3b8bcb3dc@anon.medviet.local,"6 Trần Số
JaneXã, 277927",Tiểu đường,5.88,An Quang Trần,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Nam Dương,125972428460,1980,0363125921,user_ae67cc13c81746338b4506f4009a70bc@anon.medviet.local,"Thành phố JohnXã
4 Trần Tổ, 145655",Huyết áp cao,3.75,Cô Ngọc Hoàng,14/03/2026
7210045a-823c-4ef9-8d85-65ce83a9c235,Quý ông Anh Dương,644550875292,1978,0802858717,user_0912e123fbeb4c3fad9e6587d406c08a@anon.medviet.local,"1 Jane Đường
Quận JaneThị xã, 551182",Tim mạch,10.35,Quý ông Khoa Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Bác Dũng Dương,541665694026,1970,0904280914,user_cbb66ec19ce84a6b9ed2a9a14bcfc15e@anon.medviet.local,"995 John Đường
Quận JohnHuyện, 361937",Khỏe mạnh,3.51,Phúc Vũ,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Chị Kim Phạm,593093113587,1956,0547422397,user_a945723cffd94c75a280990e7f1ac584@anon.medviet.local,"2 Mai Số
JaneQuận, 698291",Tim mạch,4.66,Huy Đặng,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Quý cô Ánh Nguyễn,966076005994,1960,0940812457,user_732994155daf4987bfc2aa327cb7368c@anon.medviet.local,"319 Jane Tổ
JanePhường, 821975",Huyết áp cao,8.62,Chi Bùi,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Cô Linh Bùi,418215614841,1956,0713885879,user_d611851dea5d4619bb930cbd525ca6f6@anon.medviet.local,"66 Vũ Hẻm
Quận JohnXã, 497203",Tim mạch,10.19,Chi Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Hà Mai,227837547207,1962,0823432921,user_096ed789cf994304bf8e4bff25eb84f0@anon.medviet.local,"92 John Hẻm
JaneXã, 458164",Tiểu đường,6.21,Anh Phúc Phạm,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Chị An Dương,541150635497,1957,0503207219,user_9c9c350b842a4d36831346e36037ee14@anon.medviet.local,"370 Đặng Tổ
JaneThành phố, 663102",Tim mạch,5.25,Chị Linh Hoàng,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Phương Hoàng Mai,590986756458,1979,0500561601,user_cc9416bf116141e2852761a57b36d53b@anon.medviet.local,"97 Dương Số
JohnQuận, 408967",Khỏe mạnh,5.2,Nhật Mai,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Nhật Lê,346079370400,1960,0982606010,user_fbcecae5ce014fbba654cc71291ad91b@anon.medviet.local,"1 Hoàng Đường
Thị xã JohnHuyện, 613819",Tiểu đường,5.74,Dũng Vũ,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Vũ Đặng,574824025087,1955,0368145279,user_93a5eae1945c4e49852c13835e038c36@anon.medviet.local,"6 Jane Tổ
JohnThành phố, 391525",Huyết áp cao,7.55,Chị Dương Lê,24/04/2026
9f8acdeb-2e8f-45a8-847a-3b7ed209383b,Bà Nhật Lê,244454049384,1997,0738703819,user_15e1bbae308148368fbc840f42e91a02@anon.medviet.local,"803 Jane Số
Huyện JaneThị xã, 236026",Huyết áp cao,10.59,Duyên Trần,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Cô Ngọc Mai,857888285625,2006,0370009552,user_4157c3db59174529910846e20672cb5d@anon.medviet.local,"2 Jane Làng
Huyện JanePhường, 738498",Tiểu đường,11.36,Quý cô Hạnh Vũ,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Minh Dương,985633988310,1951,0961336995,user_946ee77e04a84a658c92b3f46e2def57@anon.medviet.local,"0 Vũ Làng
Quận JohnXã, 291631",Khỏe mạnh,11.06,Thành Lê,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,An Mai Đặng,649392008001,2001,0934630713,user_81ca4d7c74bb42b0881d418fc7d23f99@anon.medviet.local,"56 Mai Khu
Thị xã JanePhường, 655117",Tiểu đường,5.1,Cô Yến Lê,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Ông Quang Hoàng,167363758633,1947,0832797012,user_beb66696aa3c4396ae1d82ac231cfe62@anon.medviet.local,"71 Mai Dãy
JohnHuyện, 919969",Tiểu đường,7.38,Cô Nhật Mai,27/04/2026
3b4ec9f5-b2cd-4a0a-840c-5cb082b34384,Cô Dương Mai,441923957103,1935,0784491436,user_306413ac37254a48a5f4872426a91292@anon.medviet.local,"002 John Khu
Quận JohnHuyện, 112764",Tim mạch,9.87,Chị Phương Mai,07/02/2026
932d1648-6769-40f1-ae01-b9e0746b161a,Bảo Thế Nguyễn,571443185036,1990,0943395789,user_d4ce781683aa42dbbe6825137055959b@anon.medviet.local,"428 John Ngõ
JohnXã, 534634",Huyết áp cao,5.65,Hà Bảo Bùi,04/04/2026
61f6dfbe-114b-4c79-8200-79f51dc3c26e,Dũng Hoàng,348868894703,1991,0519953550,user_2c57c7af8b10447885cdc667f62f7977@anon.medviet.local,"9 Trần Ngõ
JohnThị xã, 846784",Tim mạch,6.04,Khoa Vũ,15/02/2026
43f19b58-df6c-4d60-bdf7-6a69bc45144a,Quý ông Vũ Trần,886603795993,1983,0369721747,user_c3bed05f0bac4e8e94f0b879b4dec03d@anon.medviet.local,"17 Mai Khu
JohnThị xã, 365457",Tim mạch,11.21,Vân Dương,19/03/2026
20d4ba18-93a0-4478-800b-19de38db128d,Cô Lâm Mai,228629016666,2000,0771671595,user_7f26c087f629418b998d0f74e7cd75b6@anon.medviet.local,"JanePhường
27 John Số, 598315",Huyết áp cao,11.55,Nam Thị Bùi,17/04/2026
78aa16ea-44f7-401a-bcb5-26d7434a130e,Nhật Đức Nguyễn,188589307682,1993,0976491514,user_9d66f1706a5c47988a3ba093606b4b20@anon.medviet.local,"087 Jane Đường
JohnHuyện, 680290",Huyết áp cao,7.75,Cô Hương Dương,02/04/2026
6be8c756-2d36-426c-827e-789cce40483b,Nhật Mai Bảo Dương,420255056820,1978,0725566295,user_14494158e66c4f16a245fdf38ad69b4d@anon.medviet.local,"5 Dương Hẻm
Huyện JaneHuyện, 198135",Tiểu đường,7.34,Anh Mai,19/04/2026
41f9994a-cf5d-437f-ae8d-5daa8eb7c306,Hà Xuân Mai,700760206072,1983,0960144814,user_6814646625eb4707841ed29d5dd0167b@anon.medviet.local,"4 Bùi Làng
Quận JanePhường, 961140",Huyết áp cao,3.65,Duyên Vũ,16/01/2026
50405c43-3a6c-4da6-97f7-d71f2978cc73,Nhật Vũ,195205002275,1989,0367838876,user_82ce570fbf344e3d8f474d5a71930214@anon.medviet.local,"15 Jane Dãy
JohnThành phố, 579796",Khỏe mạnh,11.05,Quý ông Trung Lê,17/04/2026
65a29cc8-c55b-495d-86bf-d9c40dc78104,Nam Quang Hoàng,462324798367,1956,0906997819,user_68fb13e0927e484abcd1af94a8df9f51@anon.medviet.local,"9 Jane Hẻm
JohnThành phố, 933172",Tiểu đường,8.55,Quý cô Lâm Dương,27/01/2026
8a0ec018-b297-49b2-b2cf-fcaef833ebfb,Quý cô Nhật Dương,346313287420,1994,0353384157,user_2a16569543ac41c888b5786695a1ac19@anon.medviet.local,"835 Jane Ngõ
Thị xã JanePhường, 323413",Huyết áp cao,7.06,Bà Nhật Dương,28/02/2026
cc476b72-6e31-4234-8410-010802568389,Hà Lê,215299950872,1936,0855060375,user_a52980e0880848e5b4588cb0828ecf47@anon.medviet.local,"9 Jane Dãy
JaneHuyện, 796591",Huyết áp cao,9.35,Bác Minh Bùi,22/02/2026
1186da93-da7d-4c53-b020-cf0669b41194,Phương Thế Vũ,401848921917,1997,0908107969,user_1bb89682f1b8460f84c6cc12283f3c47@anon.medviet.local,"31 John Ngõ
Thị xã JohnThị xã, 808322",Tiểu đường,10.41,Lan Đặng,30/01/2026
578799d9-3799-4376-be5b-3ac903c501fe,Chị Lâm Hoàng,246621106803,1998,0992309579,user_7b7165a8d8ce46beb13f80297547017a@anon.medviet.local,"7 Jane Số
JanePhường, 611339",Khỏe mạnh,6.9,Nhật Hoàng,31/03/2026
85695f97-180d-4855-855f-fde8bc3e1d19,Hải Đức Hoàng,817702681204,1979,0352775914,user_6a6b4480ab104dd6ae2097b9cbd1ff10@anon.medviet.local,"88 John Số
JohnQuận, 661184",Tiểu đường,10.83,Chị Lâm Trần,24/04/2026
3e3b1a40-ca05-43a2-a553-b15f1ea15b0f,Linh Mai,828330289135,2000,0828923066,user_15259ac8d6094198b5c08c07182377ec@anon.medviet.local,"0 John Khu
Huyện JohnQuận, 186305",Huyết áp cao,7.6,Ngọc Hoàng,15/02/2026
c9df301e-8ef0-4de1-bb4f-19725115d7ee,Linh Mai,610259344330,1986,0588634575,user_c9d4f003c1b840f39d6cd6731e182151@anon.medviet.local,"7 Nguyễn Số
Thị xã JaneThị xã, 390292",Khỏe mạnh,6.93,Hoàng Đức Lê,29/03/2026
8aa6b006-436a-4b9d-91c5-6a004bb13407,Ánh Dương,397835937571,1986,0947043301,user_0e5ee7cf67784ed4a68ea79f8f65b815@anon.medviet.local,"61 Hoàng Tổ
Quận JanePhường, 652245",Tim mạch,11.07,Quý cô Hải Mai,08/05/2026
f013a170-d5cf-4b4c-8b34-fc841111ee29,Quang Mai Phạm,288381434957,1949,0815249160,user_13c191aefa534815b5bd9a6e73cba217@anon.medviet.local,"951 Jane Số
Thành phố JaneXã, 555259",Tim mạch,8.16,Bảo Phạm,12/03/2026
e3f342a8-f030-4fd4-be54-898e8eda6433,Khoa Bảo Vũ,906161143255,1971,0355570628,user_38c7dea0b9d840138f53d704e3ce74e2@anon.medviet.local,"0 Trần Ngõ
JaneThành phố, 907910",Tiểu đường,10.06,Khoa Bảo Nguyễn,02/02/2026
66cc7376-8cca-4963-ae2e-77a4cadec379,Cô Vi Bùi,951186020766,1978,0798560908,user_d60b6112b2d34292980de676a358a484@anon.medviet.local,"5 Đặng Khu
Thị xã JohnThành phố, 706869",Tim mạch,7.78,Cô Linh Vũ,25/02/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Hải Dương,897712946271,1965,0567033839,user_f6a1c2f9294c48a89563c6041a052f92@anon.medviet.local,"031 Mai Đường
Huyện JaneHuyện, 818394",Tim mạch,9.34,Bảo Lê,19/03/2026
bbf8da91-37a9-4824-aafa-4d5b91ae3d4c,Ánh Mai,803217660530,2001,0315951958,user_c96f4b597c784c1f9e6dea53b92050a3@anon.medviet.local,"19 Vũ Số
Huyện JaneXã, 357711",Tiểu đường,9.2,Bác Khoa Vũ,11/01/2026
51beba8e-0a8a-4b94-863d-fcd64e0648d0,An Tấn Bùi,426125041990,1956,0919990097,user_a30f573b4bcc468cb3c87cdcad750062@anon.medviet.local,"7 Dương Dãy
JohnThành phố, 380947",Tim mạch,9.39,Thành Vũ,08/04/2026
2160446e-b2a7-4475-8619-67736f3acf33,Dũng Hải Lê,448120442281,2001,0776283298,user_95adb44c35ae443c909daef846c32842@anon.medviet.local,"9 Hoàng Tổ
Thị xã JanePhường, 464415",Huyết áp cao,11.86,Phương Đức Vũ,08/05/2026
2b54500d-4e08-4bb4-8509-d55806326b36,Bác Bảo Nguyễn,331526612790,1955,0791231763,user_76730e5c842f4b2981c5ca74f4f4bf21@anon.medviet.local,"37 Đặng Dãy
Thị xã JaneQuận, 320736",Tim mạch,8.57,Ông Quang Dương,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Quang Bùi,310561280223,1970,0343870497,user_fa57688515534042a660d2b3e8cb4257@anon.medviet.local,"527 Phạm Làng
JohnPhường, 295885",Huyết áp cao,11.01,Lan Mai,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Bà Lan Vũ,278365861496,1937,0529049946,user_d676e5c22100459a8ec9557f8663089f@anon.medviet.local,"35 Đặng Dãy
JohnHuyện, 926073",Khỏe mạnh,5.68,Bảo Thế Dương,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Cô Yến Đặng,618704114651,2003,0394840940,user_c9928d12c0854d6ea3046052288d918d@anon.medviet.local,"12 Hoàng Tổ
JohnPhường, 105971",Huyết áp cao,10.85,Bà An Hoàng,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Quý cô Vi Dương,275122660383,1953,0891950602,user_80b95d9ed38c4d7c9a85c09337a0e4a8@anon.medviet.local,"70 Jane Hẻm
Huyện JaneThành phố, 431432",Khỏe mạnh,6.8,Phúc Lê,21/01/2026
c32fc21b-06b4-4d27-af4b-8be821acfdb5,Quý cô Lan Nguyễn,538277602380,1966,0585325738,user_17fed08d3d6a4402826e5294374c861e@anon.medviet.local,"7 John Số
Thành phố JaneXã, 321099",Khỏe mạnh,6.74,Anh Trần,03/01/2026
69bd40d8-f340-4dd3-8515-75b9ece9504b,Quý cô Bảo Nguyễn,389307572939,1944,0521095797,user_e3dc3715f8bd4f9c82ffa09bf0166bcf@anon.medviet.local,"257 Jane Ngõ
JaneXã, 314387",Khỏe mạnh,8.07,Trọng Bảo Vũ,11/04/2026
